"","ID","Posixct","Depth","ODBA","VeDBA","Acou_qua","GPS_time","Lat","DistanceShore","Long","LOS","Seismik","Type","TrialNo","Exposure","Year","Click","Call","Buzz","Dist_Ship","Area","GunSize","temperatureCorrected","Dist_to_CPA","Time_to_CPA","Direction_cat","NoOfStrokes_20sec","Divecat","Target_depth","Dive_phase","GPS_time_chr","pos_org","time","ExpShip","ExpShipI","ExpShipT","x","y","horizontal_speed","px100","py100","nx100","ny100","DistanceShore100","px200","py200","nx200","ny200","DistanceShore200","px300","py300","nx300","ny300","DistanceShore300","Ishore100","Ishore200","Ishore300","AngleVelocities","theta100","theta200","theta300","VelocityPhase"
"94464","Asgeir",2018-08-25 01:00:23,-2.72962,0.2531355,0.2323019,1,"2018-08-25 00:59:29",70.4641,0.3769082,-28.4617,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",-0.7055842,NA,NA,NA,8,"S",-6.85228,"surface","2018-08-25 00:59:29",1,26.24,0,0,0,445.452226389404,7818.28549835433,4.89592529616156,445.788984536066,7817.94934130136,-0.336758146661907,0.33615705297143,0.475823090660078,445.859758349542,7817.87869381502,-0.407531960138044,0.406804539309633,0.575823090659562,445.930532163019,7817.80804632868,-0.478305773614863,0.477452025648745,0.675823090660301,2.10162142113105,1.73664449415284,1.47967717265027,0.00143400681205352,-1.90679714737867,-1.90679714737908,-1.90679714737913,0.45029061068893
"94559","Asgeir",2018-08-25 01:01:58,-6.7195,0.02983602,0.01732272,1,"2018-08-25 01:01:04",70.4646,0.3664809,-28.4588,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",0.09295863,NA,NA,NA,10,"S",-6.85228,"surface","2018-08-25 01:01:04",1,26.2663888888889,0,0,0,445.561768482165,7818.33864641244,4.6138590781429,445.836044187919,7817.99648510215,-0.274275705753951,0.342161310287338,0.438521977812259,445.900421229353,7817.91942940549,-0.338652747188291,0.419217006950021,0.538914262285116,445.964798270788,7817.84237370882,-0.403029788622632,0.496272703614522,0.639311822876811,2.28038741635914,1.85558273362404,1.56418192846825,0.0825291393934141,-1.79478607565357,-1.79856403635352,-1.80115544269234,0.451724617500983
"94744","Asgeir",2018-08-25 01:05:03,-3.97527,0.05593033,0.04123899,1,"2018-08-25 01:04:09",70.466,0.3689339,-28.4521,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",0.07010247,NA,NA,NA,7,"S",-6.85228,"surface","2018-08-25 01:04:09",1,26.3177777777778,0,0,0,445.815480716179,7818.48875408622,5.73648928142362,446.052553911045,7818.14642429083,-0.237073194866184,0.342329795395926,0.416405317617152,446.109487188512,7818.06421357427,-0.294006472332853,0.424540511952728,0.516405317616648,446.16642046598,7817.98200285771,-0.350939749800602,0.506751228510439,0.616405317617436,2.401506315343,1.93646340555762,1.62230917128563,0.308545166412142,-1.64223659297405,-1.64223659297417,-1.64223659297484,0.534253756894397
"94864","Asgeir",2018-08-25 01:07:03,-44.77825,0.08801122,0.05899673,1,"2018-08-25 01:06:09",70.4673,0.4914805,-28.4488,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",-0.08759675,NA,NA,NA,11,"D",-387.9899,"Descent","2018-08-25 01:06:09",1,26.3511111111111,0,0,0,445.942053375992,7818.63076033356,5.70681796158165,446.204565719872,7818.25169682527,-0.262512343879393,0.379063508296895,0.461087707504115,446.261498997338,7818.16948610871,-0.319445621346063,0.461274224853696,0.56108770750363,446.318432274806,7818.08727539215,-0.376378898813755,0.543484941411407,0.661087707504285,2.16878477505514,1.78225255450554,1.51265859075669,-0.211860150017863,-1.33369142656195,-1.33369142656205,-1.33369142656261,0.84279892330654
"95741","Asgeir",2018-08-25 01:21:40,-3.09636,0.09809672,0.08792467,1,"2018-08-25 01:20:46",70.473,0.1620748,-28.4266,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",-0.6510121,NA,NA,NA,6,"S",-4.63287,"surface","2018-08-25 01:20:46",1,26.5947222222222,0,0,0,446.78516740899,7819.24670028127,4.28608357820855,446.93635848656,7819.16489780405,-0.151191077569706,0.0818024772243007,0.171902260650466,447.024310254615,7819.11731118307,-0.239142845625565,0.129389098200591,0.271902260650796,447.111352703916,7819.06804391761,-0.326185294926404,0.178656363662412,0.371907169739037,5.81725915771014,3.67779215077693,2.68884302688138,-0.156496853951952,-2.01470524162154,-2.01470524161983,-2.00956718789924,0.630938773288676
"95877","Asgeir",2018-08-25 01:23:56,-4.50009,0.09571175,0.05941339,1,"2018-08-25 01:23:02",70.4736,0.0956808,-28.4233,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",0.362696,NA,NA,NA,8,"S",-4.63287,"surface","2018-08-25 01:23:02",1,26.6325,0,0,0,446.909810432551,7819.31071277959,3.70904643679428,446.972721501773,7819.21605101258,-0.0629110692217978,0.0946617670160776,0.113660251474417,447.035255337536,7819.13754038562,-0.125444904985272,0.173172393971072,0.213834286821445,447.111352703916,7819.06804391761,-0.201542271365213,0.242668861983475,0.315448036486842,8.79815051460699,4.67651850816148,3.17009422894827,0.088739178263015,-1.68291651505189,-1.72326474778002,-1.78943232028254,0.474441919336725
"96418","Asgeir",2018-08-25 01:32:57,-3.34296,0.2005788,0.1506869,1,"2018-08-25 01:32:03",70.4776,0.05795567,-28.4053,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",0.3480374,NA,NA,NA,8,"S",-14.05429,"surface","2018-08-25 01:32:03",1,26.7827777777778,0,0,0,447.591431014998,7819.74108111996,5.36417516474895,447.615593321407,7819.60718971651,-0.0241623064092096,0.133891403443158,0.136054125137592,447.633352655337,7819.50877932042,-0.0419216403392966,0.232301799531342,0.236054125136903,447.651111989268,7819.41036892433,-0.0596809742696678,0.330712195620436,0.336054125137304,7.35001602478938,4.2363165626529,2.97571112865055,-0.405786105908207,-1.18615560310728,-1.18615560310668,-1.18615560310679,0.56318109759974
"98520","Asgeir",2018-08-25 02:07:59,-2.76756,1.048489,0.8311093,1,"2018-08-25 02:07:05",70.4827,0.2270413,-28.3214,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",-0.8228129,NA,NA,NA,7,"S",-6.08087,"surface","2018-08-25 02:07:05",1,27.3666666666667,0,0,0,450.732275053485,7820.23955733651,5.44650551734494,450.779969582771,7819.90569563151,-0.0476945292859909,0.333861705000345,0.337251250834904,450.794111718395,7819.80670068215,-0.0618366649098334,0.432856654366333,0.437251250834661,450.808253854019,7819.70770573278,-0.0759788005335622,0.531851603732321,0.537251250834561,2.96514837980404,2.28701461251653,1.8613265179869,-0.179104241344237,-1.55529838970819,-1.55529838970834,-1.55529838970822,0.157394991691533
"98642","Asgeir",2018-08-25 02:10:01,-2.50199,0.2064779,0.1565952,1,"2018-08-25 02:09:07",70.4827,0.1960056,-28.3179,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",-0.1261259,NA,NA,NA,6,"S",-6.08087,"surface","2018-08-25 02:09:07",1,27.4005555555556,0,0,0,450.862752867342,7820.23672431601,3.851072452316,450.90744121748,7819.92390586504,-0.0446883501376192,0.312818450962368,0.315994354222197,450.921583353104,7819.82491091568,-0.0588304857614617,0.411813400327446,0.41599435422194,450.935725488728,7819.72591596631,-0.0729726213851905,0.510808349694344,0.515994354221856,3.16461350222996,2.40387877828381,1.93800570067874,-0.147457786404601,-1.7344026310522,-1.73440263105271,-1.73440263105231,-0.0217092496527043
"99126","Asgeir",2018-08-25 02:18:05,-6.11881,0.01396285,0.008657093,1,"2018-08-25 02:17:11",70.4818,0.08581443,-28.2998,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",0.320226,NA,NA,NA,6,"S",-6.16939,"surface","2018-08-25 02:17:11",1,27.535,0,0,0,451.53536573039,7820.12184241805,5.07535451351166,451.479281864441,7819.950261215,0.056083865949347,0.171581203049755,0.180514567998522,451.448212978106,7819.85521004824,0.0871527522843962,0.266632369806757,0.280514567999015,451.417144091771,7819.76015888148,0.118221638619218,0.36168353656376,0.380514567998877,5.53971909906012,3.56487724374983,2.62802027596208,-0.173014179828077,-1.42404568719109,-1.42404568719,-1.42404568719005,-0.169167036057305
"99237","Asgeir",2018-08-25 02:19:56,-3.21018,0.2052433,0.1234701,1,"2018-08-25 02:19:02",70.4814,0.0924744,-28.2962,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",0.5775834,NA,NA,NA,4,"S",-6.16939,"surface","2018-08-25 02:19:02",1,27.5658333333333,0,0,0,451.66862715045,7820.07437564266,4.58798007284823,451.613697457807,7819.90632548086,0.0549296926436682,0.168050161795691,0.176799683296102,451.582628571472,7819.8112743141,0.0859985789787174,0.263101328553603,0.276799683296621,451.551559685137,7819.71622314735,0.117067465313539,0.358152495310605,0.37679968329647,5.65611872915637,3.6127208965351,2.65393004381373,0.995705064482653,-1.59705986701797,-1.59705986701832,-1.59705986701831,-0.342181215885382
"99839","Asgeir",2018-08-25 02:29:58,-1.876,0.6529671,0.3786578,1,"2018-08-25 02:29:04",70.486,0.127144,-28.279,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",0.6934935,NA,NA,NA,8,"S",-4.42421,"surface","2018-08-25 02:29:04",1,27.7330555555556,0,0,0,452.32067327727,7820.57369931441,4.911263250966,452.436675307771,7820.33887708994,-0.116002030500511,0.234822224463642,0.261912100106349,452.493772745137,7820.25554685412,-0.173099467867075,0.318152460280544,0.362193889730939,452.595787917024,7820.19440595078,-0.275114639753212,0.379293363629586,0.468563251546667,3.81807484111636,2.76095215394954,2.13418358503175,0.0310027048773569,-1.37610806866922,-1.41555698691525,-1.54480002389999,0.65352384859727
"100367","Asgeir",2018-08-25 02:38:46,-3.14695,0.1696373,0.1211435,1,"2018-08-25 02:37:52",70.4899,0.07258891,-28.2653,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",0.31499,NA,NA,NA,9,"S",-13.21332,"surface","2018-08-25 02:37:52",1,27.8797222222222,0,0,0,452.840378471034,7820.99786998618,4.57384781191595,452.930025386412,7820.90587937546,-0.0896469153788644,0.0919906107164934,0.128447817797496,453.004792150414,7820.80795166651,-0.164413679380687,0.189918319664685,0.251198778085707,453.079558914416,7820.71002395757,-0.239180443382565,0.287846028612876,0.37424940973218,7.78526266266779,3.98091108412481,2.6720149023498,-0.414574991860272,-1.65876550772729,-1.59981236102179,-1.57958912695438,0.684526553474627
"100497","Asgeir",2018-08-25 02:40:56,-7.88295,0.09162345,0.05317338,1,"2018-08-25 02:40:02",70.4904,0.07515975,-28.2603,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",1.236971,NA,NA,NA,9,"S",-13.21332,"surface","2018-08-25 02:40:02",1,27.9158333333333,0,0,0,453.027868646564,7821.04974964045,5.38713718551551,453.031851765991,7820.90875600626,-0.00398311942700502,0.140993634186088,0.141049885222614,453.034675674299,7820.8087958865,-0.00680702773490793,0.240953753943359,0.241049885222819,453.079558914416,7820.71002395757,-0.0516902678523365,0.33972568288209,0.343635596817834,7.08969027817171,4.1485188805447,2.91005940379953,0.226557018501044,-1.32908760279617,-1.32908760279642,-1.45183962810947,0.269951561614356
"100799","Asgeir",2018-08-25 02:45:58,-6.18204,0.1370906,0.08059153,1,"2018-08-25 02:45:04",70.4927,0.2346764,-28.2482,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",1.45036,NA,NA,NA,11,"S",-13.21332,"surface","2018-08-25 02:45:04",1,27.9997222222222,0,0,0,453.48405421475,7821.29690079938,6.18477901283172,453.56250204131,7820.94600788143,-0.0784478265595681,0.350892917952478,0.359555143699952,453.584320065035,7820.84841703226,-0.100265850284757,0.448483767117068,0.459555143699872,453.606138088761,7820.7508261831,-0.122083874010912,0.546074616282567,0.559555143700494,2.78121455782732,2.17601742404408,1.78713396035773,-0.216787150498085,-1.29423714141955,-1.29423714141848,-1.29423714141912,0.4965085801154
"100916","Asgeir",2018-08-25 02:47:55,-1.42074,0.0768236,0.06018829,1,"2018-08-25 02:47:01",70.4933,0.2157903,-28.2424,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",1.720433,NA,NA,NA,8,"S",-13.21332,"surface","2018-08-25 02:47:01",1,28.0322222222222,0,0,0,453.701540713369,7821.35937439316,6.96250835577742,453.782937737788,7820.99528987146,-0.0813970244193456,0.364084521697805,0.373072398502018,453.804755761513,7820.8976990223,-0.103215048144591,0.461675370862395,0.473072398502207,453.826573785239,7820.80010817313,-0.125033071870689,0.559266220027894,0.573072398502683,2.68044487883654,2.11384135528959,1.74498021997358,-0.0298109787486861,-1.51102429191749,-1.5110242919166,-1.51102429191713,0.279721429617315
"101038","Asgeir",2018-08-25 02:49:57,-22.96355,0.06786705,0.04214295,1,"2018-08-25 02:49:03",70.4938,0.2385852,-28.237,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",1.73193,NA,NA,NA,11,"M",-27.80072,"Bottom","2018-08-25 02:49:03",1,28.0661111111111,0,0,0,453.90388396059,7821.41102180604,6.16221622478222,453.98664588809,7821.04083214612,-0.0827619274994618,0.37018965992138,0.379328249615112,453.922689626314,7820.92406505848,-0.0188056657232778,0.486956747557088,0.487319738010552,453.85145676937,7820.80567116949,0.052427191220545,0.60535063655152,0.607616658389652,2.63623919656566,2.05204083069245,1.64577449645681,-1.11087641378468,-1.54083527066632,-1.35948545421993,-1.23449512086736,0.249910450868629
"101307","Asgeir",2018-08-25 02:54:26,-1.27531,0.1576262,0.09519161,1,"2018-08-25 02:53:32",70.491,0.1065072,-28.2295,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",2.15521,NA,NA,NA,6,"S",-4.5317,"surface","2018-08-25 02:53:32",1,28.1408333333333,0,0,0,454.177017796618,7821.09314109305,5.60885993137629,453.993922483258,7821.04245894747,0.183095313360184,0.0506821455728641,0.189980455979906,453.922689626314,7820.92406505848,0.254328170304063,0.169076034567297,0.305400595407433,453.85145676937,7820.80567116949,0.325561027247886,0.28746992356173,0.43431433250042,5.26369933602944,3.27438785332395,2.30247985196075,-0.118073879021303,-1.13101176175841,-1.44767151019359,-1.58430821281378,-0.860965962916049
"101398","Asgeir",2018-08-25 02:55:57,-4.90477,0.07379198,0.06230359,1,"2018-08-25 02:55:03",70.49,0.1136417,-28.2274,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",3.208899,NA,NA,NA,5,"M",-20.05492,"Descent","2018-08-25 02:55:03",1,28.1661111111111,0,0,0,454.253022808764,7820.98005565691,5.39025727614337,454.02794534311,7820.91835239523,0.225077465654692,0.061703261682851,0.233382000265346,453.931503687198,7820.89191365462,0.321519121565984,0.0881420022942621,0.333382000265407,453.85145676937,7820.80567116949,0.401566039394424,0.174384487425414,0.437795881033101,4.28482058969004,2.9995620615507,2.28416950301182,-0.0147110564368568,-1.24660851253758,-1.24660851253882,-1.38872845364331,-0.979039841937352
"101746","Asgeir",2018-08-25 03:01:45,-1.74322,0.01563258,0.01139574,1,"2018-08-25 03:00:51",70.4871,0.2580285,-28.2215,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",2.197112,NA,NA,NA,8,"S",-19.57436,"surface","2018-08-25 03:00:51",1,28.2627777777778,0,0,0,454.466399509144,7820.65226479852,4.04609024005754,454.126440503428,7820.55906764335,0.339959005716253,0.0931971551663082,0.352502248643539,454.029998847517,7820.53262890274,0.436400661627431,0.119635895777719,0.45250224864351,453.933557191605,7820.50619016213,0.532842317538893,0.14607463638913,0.552502248643668,2.83686133591514,2.20993376938513,1.80994738474801,-0.329544271653643,-1.26131956897332,-1.26131956897454,-1.26131956897519,-0.993750898374209
"102189","Asgeir",2018-08-25 03:09:08,-2.10995,0.1346223,0.1076594,1,"2018-08-25 03:08:14",70.4821,0.2440273,-28.2174,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",3.518586,NA,NA,NA,9,"S",-19.57436,"surface","2018-08-25 03:08:14",1,28.3858333333333,0,0,0,454.608049331455,7820.09167912796,4.69873098462336,454.21348778056,7820.03850383489,0.394561550894593,0.0531752930764924,0.398128659151927,454.114383749281,7820.0251475261,0.493665582173151,0.066531601861243,0.498128659151958,454.015279718003,7820.01179121732,0.592769613451765,0.079887910645084,0.59812865915208,2.51175085493757,2.0075134839711,1.67188109898901,-0.254663749587767,-1.45725858747049,-1.45725858747069,-1.4572585874693,-1.32329517002785
"102824","Asgeir",2018-08-25 03:19:43,0,0.09213642,0.06502455,1,"2018-08-25 03:18:49",70.4743,0.335764,-28.2171,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",2.264572,NA,NA,NA,4,"S",-4.29143,"surface","2018-08-25 03:18:49",1,28.5622222222222,0,0,0,454.601818098876,7819.2217251638,4.93214898983793,454.238986917744,7819.54809725262,0.362831181132151,-0.326372088818971,0.488021727346037,454.13757173545,7819.67105277018,0.464246363425957,-0.449327606381303,0.646080477812615,454.036074869764,7819.80113826103,0.565743229112741,-0.579413097235374,0.80980549426069,2.04908909576261,1.54779479390187,1.23486442989986,-0.709314209690758,-0.845411839900592,-0.808889407876636,-0.780624203479934,-1.57795891961562
"102961","Asgeir",2018-08-25 03:22:00,-0.3711,0.3207694,0.205024,1,"2018-08-25 03:21:06",70.4735,0.361035,-28.2191,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",5.056965,NA,NA,NA,4,"S",-4.29143,"surface","2018-08-25 03:21:06",1,28.6002777777778,0,0,0,454.525437141839,7819.13401702177,3.05618026351423,454.238986917744,7819.54809725262,0.286450224095233,-0.414080230842956,0.503503891205584,454.13757173545,7819.67105277018,0.387865406389039,-0.537035748405287,0.662455257763543,454.036074869764,7819.80113826103,0.489362272075823,-0.667121239259359,0.827360973941939,1.98608196970556,1.50953590945298,1.20866227861284,0.0610506196423612,-1.32166106792777,-1.34196949701321,-1.3493621206897,-2.28727312930638
"103926","Asgeir",2018-08-25 03:38:05,0,0.2840619,0.1938426,1,"2018-08-25 03:37:11",70.4681,0.8777441,-28.231,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",2.205607,NA,NA,NA,9,"S",-4.19658,"surface","2018-08-25 03:37:11",1,28.8683333333333,0,0,0,454.069404946384,7818.5408445185,2.79125168006043,454.226485085135,7819.54427587028,-0.157080138750871,-1.00343135178173,1.01565183391185,454.13757173545,7819.67105277018,-0.0681667890664244,-1.13020825167769,1.13226207359072,454.036074869764,7819.80113826103,0.0333300766203593,-1.26029374253176,1.2607343937056,0.984589370698457,0.883187756018992,0.793188482040822,0.105461918367807,-0.500143451508029,-0.595185681368619,-0.681866296266214,-2.22622250966401
"104035","Asgeir",2018-08-25 03:39:54,-0.08656,0.3463991,0.2602495,1,"2018-08-25 03:39:00",70.4677,0.9246853,-28.2317,0,0,NA,NA,NA,2018,0,0,0,NA,"IF","B",4.658385,NA,NA,NA,5,"S",-4.19658,"surface","2018-08-25 03:39:00",1,28.8986111111111,0,0,0,454.042386172416,7818.49677224461,1.70735985782261,454.226485085135,7819.54427587028,-0.184098912718753,-1.04750362567211,1.06355829904168,454.13757173545,7819.67105277018,-0.0951855630343061,-1.17428052556807,1.17813201473289,454.036074869764,7819.80113826103,0.00631130265247748,-1.30436601642214,1.30438128526061,0.940239948201287,0.848801312157472,0.766647000612404,0.852597558399671,-0.3759908376975,-0.469082476268008,-0.554802824629559,-2.12076059129621
